transaction_id,transaction_date,client_id,category,status,amount
TXN-001038,2026-01-09,Client_1008,Retail,success,7732.24
TXN-001039,2026-03-09,Client_1002,E-commerce,success,1637.22
TXN-001040,2026-03-25,Client_1007,Bank Transfer,success,7402.17
TXN-001041,2026-02-26,Client_1003,Bills Payment,success,1789.02
TXN-001042,2026-01-05,Client_1006,Bank Transfer,success,4725.22
TXN-001043,2026-04-22,Client_1009,Bank Transfer,success,1437.64
TXN-001044,2026-03-31,Client_1009,Bills Payment,success,4619.78
TXN-001045,2026-04-06,Client_1010,Subscription,success,6431.33
TXN-001046,2026-02-09,Client_1006,Subscription,success,8066.61
TXN-001047,2026-02-26,Client_1005,Bank Transfer,success,1641.6
TXN-001048,2026-01-02,Client_1001,Retail,success,8494.67
TXN-001049,2026-02-14,Client_1005,Subscription,success,6908.92
TXN-001050,2026-03-04,Client_1008,Bank Transfer,success,4361.31
TXN-001051,2026-02-07,Client_1010,Bills Payment,success,5527.3
TXN-001052,2026-01-25,Client_1007,Retail,success,2573.97
TXN-001053,2026-04-02,Client_1007,Subscription,success,884.18
TXN-001054,2026-03-22,Client_1004,Retail,success,9108.55
TXN-001055,2026-04-14,Client_1005,Bank Transfer,success,5366.25
TXN-001056,2026-02-04,Client_1007,Bills Payment,success,1905.83
TXN-001057,2026-02-07,Client_1002,Subscription,success,2794.13
TXN-001058,2026-03-21,Client_1008,Bills Payment,success,1606.28
TXN-001059,2026-03-10,Client_1001,Bills Payment,refunded,2892.93
TXN-001060,2026-01-17,Client_1008,E-commerce,success,1591.77
TXN-001061,2026-03-05,Client_1004,Bank Transfer,success,7878.68
TXN-001062,2026-03-05,Client_1006,Subscription,success,414.2
TXN-001063,2026-01-11,Client_1003,E-commerce,success,3984.98
TXN-001064,2026-03-11,Client_1008,Bills Payment,success,8431.24
TXN-001065,2026-04-15,Client_1007,E-commerce,success,7704.64
TXN-001066,2026-02-01,Client_1007,Subscription,success,9945.9
TXN-001067,2026-01-26,Client_1008,E-commerce,success,9822.95
TXN-001068,2026-03-02,Client_1007,Bank Transfer,failed,1670.25
TXN-001069,2026-04-04,Client_1001,Retail,success,2607.8
TXN-001070,2026-03-23,Client_1005,Bills Payment,success,615.67
TXN-001071,2026-03-27,Client_1004,E-commerce,success,4398.2
TXN-001072,2026-01-02,Client_1003,Bank Transfer,success,4018.5
TXN-001073,2026-02-01,Client_1001,E-commerce,success,6938.44
TXN-001074,2026-03-30,Client_1010,Bills Payment,success,985.85
TXN-001075,2026-01-21,Client_1008,E-commerce,success,3450.38
TXN-001076,2026-04-08,Client_1001,E-commerce,success,1623.79
TXN-001077,2026-03-10,Client_1002,Bills Payment,success,3235.72
TXN-001078,2026-03-13,Client_1006,Subscription,success,311.39
TXN-001079,2026-02-18,Client_1006,Bills Payment,success,490.94
TXN-001080,2026-04-01,Client_1008,Retail,success,7000.67
TXN-001081,2026-01-25,Client_1010,Bills Payment,success,3304.44
TXN-001082,2026-03-01,Client_1005,Retail,failed,5589.75
TXN-001083,2026-01-09,Client_1009,Bills Payment,success,8212.24
TXN-001084,2026-03-11,Client_1006,Subscription,success,6416.46
TXN-001085,2026-02-18,Client_1003,E-commerce,success,3704.34
TXN-001086,2026-03-21,Client_1004,Bank Transfer,success,6617.07
TXN-001087,2026-03-10,Client_1007,Bills Payment,success,5025.74
TXN-001088,2026-03-12,Client_1003,Retail,success,4157.06
TXN-001089,2026-02-11,Client_1002,E-commerce,success,760.13
TXN-001090,2026-04-17,Client_1003,Bills Payment,success,2100.58
TXN-001091,2026-03-04,Client_1004,E-commerce,success,6453.34
TXN-001092,2026-02-19,Client_1008,Retail,success,5943.98
TXN-001093,2026-01-07,Client_1006,Bills Payment,success,801.65
TXN-001094,2026-04-30,Client_1004,Subscription,failed,8337.57
TXN-001095,2026-03-01,Client_1001,Bank Transfer,success,9388.61
TXN-001096,2026-02-23,Client_1006,E-commerce,success,2731.57
TXN-001097,2026-01-06,Client_1002,Bank Transfer,success,2237.41
TXN-001098,2026-03-08,Client_1002,E-commerce,success,5363.44
TXN-001099,2026-01-25,Client_1004,Retail,success,5743.27
TXN-001100,2026-01-23,Client_1009,Retail,success,1144.59
TXN-001101,2026-03-23,Client_1010,Bank Transfer,success,7055.25
TXN-001102,2026-02-24,Client_1002,Bills Payment,success,5544.66
TXN-001103,2026-03-06,Client_1006,Bills Payment,success,6039.17
TXN-001104,2026-04-30,Client_1006,Bank Transfer,success,9968.82
TXN-001105,2026-04-19,Client_1006,Subscription,success,4362.82
TXN-001106,2026-04-03,Client_1006,Retail,success,5501.7
TXN-001107,2026-02-18,Client_1009,Bank Transfer,success,4578.79
TXN-001108,2026-02-20,Client_1001,E-commerce,refunded,5998.05
TXN-001109,2026-03-08,Client_1003,Bank Transfer,success,9845.5
TXN-001110,2026-01-28,Client_1006,E-commerce,success,9439.14
TXN-001111,2026-04-16,Client_1005,Retail,success,5749.62
TXN-001112,2026-03-15,Client_1003,E-commerce,success,3620.99
TXN-001113,2026-01-18,Client_1005,Bank Transfer,failed,2573.58
TXN-001114,2026-02-02,Client_1005,E-commerce,success,5733.74
TXN-001115,2026-01-28,Client_1002,Bank Transfer,success,1811.73
TXN-001116,2026-04-16,Client_1010,E-commerce,success,3073.89
TXN-001117,2026-04-04,Client_1010,Subscription,success,653.63
TXN-001118,2026-04-09,Client_1006,Bank Transfer,success,4399.61
TXN-001119,2026-04-30,Client_1002,Bills Payment,success,8509.83
TXN-001120,2026-04-29,Client_1001,Subscription,success,5291.4
TXN-001121,2026-02-10,Client_1009,Retail,success,5073.78
TXN-001122,2026-01-29,Client_1003,E-commerce,success,9973.94
TXN-001123,2026-02-27,Client_1010,Retail,success,2298.65
TXN-001124,2026-02-07,Client_1007,Bills Payment,success,917.2
TXN-001125,2026-03-15,Client_1001,Retail,success,942.28
TXN-001126,2026-03-06,Client_1007,Bills Payment,success,4861.13
TXN-001127,2026-01-26,Client_1008,Subscription,success,2041.38
TXN-001128,2026-03-20,Client_1009,Bills Payment,success,2735.95
TXN-001129,2026-02-25,Client_1006,Retail,success,6750.3
TXN-001130,2026-02-24,Client_1006,Bank Transfer,success,3510.8
TXN-001131,2026-03-25,Client_1001,Bank Transfer,success,3562.19
TXN-001132,2026-04-16,Client_1008,Retail,success,544.29
TXN-001133,2026-04-15,Client_1004,Bills Payment,success,1644.31
TXN-001134,2026-04-04,Client_1002,E-commerce,success,2506.18
TXN-001135,2026-03-21,Client_1003,Bank Transfer,success,6968.57
TXN-001136,2026-01-15,Client_1005,Subscription,success,3385.58
TXN-001137,2026-04-05,Client_1009,Bills Payment,success,5280.33
TXN-001138,2026-02-03,Client_1009,Subscription,success,9923.79
TXN-001139,2026-03-30,Client_1001,Subscription,success,6668.93
TXN-001140,2026-01-06,Client_1005,Bills Payment,success,2086.89
TXN-001141,2026-03-31,Client_1010,Bank Transfer,success,6582.1
TXN-001142,2026-01-02,Client_1002,Subscription,success,6663.52
TXN-001143,2026-04-27,Client_1006,E-commerce,success,8687.36
TXN-001144,2026-03-25,Client_1007,Bills Payment,refunded,5134.55
TXN-001145,2026-04-01,Client_1002,Bank Transfer,success,6011.35
TXN-001146,2026-01-12,Client_1003,Bills Payment,success,4634.06
TXN-001147,2026-04-29,Client_1001,E-commerce,success,5341.21
TXN-001148,2026-02-12,Client_1008,Subscription,success,281.89
TXN-001149,2026-03-29,Client_1006,Bank Transfer,success,2438.43
TXN-001150,2026-03-06,Client_1005,E-commerce,success,8798.91
TXN-001151,2026-04-24,Client_1001,Retail,failed,2333.27
TXN-001152,2026-02-13,Client_1007,Bills Payment,success,3883.85
TXN-001153,2026-03-28,Client_1010,Bills Payment,success,5771.7
TXN-001154,2026-02-24,Client_1005,Retail,success,5468.11
TXN-001155,2026-01-27,Client_1003,Retail,success,8021.04
TXN-001156,2026-04-21,Client_1003,Bank Transfer,success,8996.57
TXN-001157,2026-04-27,Client_1003,Subscription,refunded,9760.19
TXN-001158,2026-01-19,Client_1010,Bills Payment,success,5617.67
TXN-001159,2026-04-03,Client_1002,Bills Payment,success,8808.42
TXN-001160,2026-04-04,Client_1001,Bank Transfer,failed,4199.0
TXN-001161,2026-02-22,Client_1005,Subscription,success,8234.82
TXN-001162,2026-03-23,Client_1005,Bills Payment,success,1157.04
TXN-001163,2026-01-24,Client_1001,Retail,success,6095.48
TXN-001164,2026-03-20,Client_1004,Retail,success,6905.04
TXN-001165,2026-02-15,Client_1002,Subscription,success,8476.77
TXN-001166,2026-03-02,Client_1006,Bills Payment,success,4965.31
TXN-001167,2026-01-18,Client_1003,Bills Payment,success,4145.03
TXN-001168,2026-01-02,Client_1005,Subscription,success,6746.26
TXN-001169,2026-01-26,Client_1004,E-commerce,success,9551.52
TXN-001170,2026-02-26,Client_1010,Subscription,success,8681.07
TXN-001171,2026-04-24,Client_1004,Subscription,success,514.08
TXN-001172,2026-04-05,Client_1007,Bank Transfer,success,9397.48
TXN-001173,2026-03-15,Client_1010,Retail,success,8770.25
TXN-001174,2026-04-11,Client_1001,Retail,success,4623.31
TXN-001175,2026-04-23,Client_1001,Bills Payment,success,4016.55
TXN-001176,2026-04-05,Client_1001,Retail,success,7675.08
TXN-001177,2026-01-07,Client_1004,Bank Transfer,success,8855.54
TXN-001178,2026-04-10,Client_1005,Subscription,success,3014.76
TXN-001179,2026-04-28,Client_1001,Retail,failed,4689.43
TXN-001180,2026-03-24,Client_1008,E-commerce,success,1220.4
TXN-001181,2026-04-10,Client_1010,Retail,success,4194.24
TXN-001182,2026-02-27,Client_1001,Bills Payment,success,8976.51
TXN-001183,2026-04-25,Client_1004,Subscription,success,3308.34
TXN-001184,2026-03-25,Client_1003,E-commerce,success,7091.64
TXN-001185,2026-03-23,Client_1006,E-commerce,success,3902.47
TXN-001186,2026-04-12,Client_1009,Retail,failed,3848.92
TXN-001187,2026-02-18,Client_1001,Bills Payment,failed,5698.37
TXN-001188,2026-03-26,Client_1003,Bills Payment,success,1870.78
TXN-001189,2026-04-02,Client_1001,Subscription,success,7328.6
TXN-001190,2026-02-27,Client_1005,Bills Payment,success,1402.55
TXN-001191,2026-01-26,Client_1001,Retail,success,220.86
TXN-001192,2026-03-05,Client_1008,Retail,success,6119.04
TXN-001193,2026-03-05,Client_1004,Bills Payment,success,4809.55
TXN-001194,2026-02-22,Client_1008,E-commerce,success,165.07
TXN-001195,2026-04-23,Client_1009,Bank Transfer,success,5619.73
TXN-001196,2026-04-16,Client_1004,E-commerce,success,645.13
TXN-001197,2026-02-14,Client_1001,Bills Payment,success,6703.27
TXN-001198,2026-04-18,Client_1010,Bank Transfer,success,968.26
TXN-001199,2026-01-14,Client_1007,Bills Payment,success,2915.37
TXN-001200,2026-03-26,Client_1010,Retail,success,1856.45
TXN-001201,2026-02-28,Client_1010,Bank Transfer,failed,1021.95
TXN-001202,2026-02-08,Client_1006,Bank Transfer,failed,8220.62
TXN-001203,2026-04-08,Client_1007,Retail,success,4761.09
TXN-001204,2026-01-16,Client_1005,Bank Transfer,success,5294.0
TXN-001205,2026-03-31,Client_1004,Retail,success,5756.53
TXN-001206,2026-03-22,Client_1009,E-commerce,success,6917.68
TXN-001207,2026-04-30,Client_1005,Subscription,success,3233.24
TXN-001208,2026-03-09,Client_1010,Retail,success,1384.16
TXN-001209,2026-03-14,Client_1008,Retail,success,5027.64
TXN-001210,2026-04-14,Client_1003,Retail,success,2975.83
TXN-001211,2026-01-25,Client_1001,E-commerce,success,6292.06
TXN-001212,2026-01-16,Client_1004,Retail,refunded,4199.01
TXN-001213,2026-02-12,Client_1006,Retail,success,2202.15
TXN-001214,2026-03-23,Client_1004,Bank Transfer,success,771.58
TXN-001215,2026-02-08,Client_1009,Retail,success,160.7
TXN-001216,2026-03-29,Client_1006,Bank Transfer,success,5732.32
TXN-001217,2026-01-04,Client_1003,Bills Payment,success,3445.57
TXN-001218,2026-03-28,Client_1008,Subscription,success,6491.96
TXN-001219,2026-03-03,Client_1003,Subscription,failed,5415.98
TXN-001220,2026-02-12,Client_1008,Subscription,failed,654.62
TXN-001221,2026-03-08,Client_1005,Retail,success,3223.48
TXN-001222,2026-03-10,Client_1001,Bills Payment,success,3384.02
TXN-001223,2026-04-28,Client_1006,E-commerce,refunded,2876.55
TXN-001224,2026-01-04,Client_1006,Subscription,success,8439.82
TXN-001225,2026-03-15,Client_1010,Subscription,success,1256.76
TXN-001226,2026-04-11,Client_1005,Bank Transfer,success,2787.82
TXN-001227,2026-01-12,Client_1008,Bills Payment,success,8311.63
TXN-001228,2026-02-08,Client_1004,Retail,success,1211.09
TXN-001229,2026-04-11,Client_1001,Bills Payment,failed,4493.36
TXN-001230,2026-01-04,Client_1008,Retail,success,3467.15
TXN-001231,2026-03-03,Client_1009,Bank Transfer,success,1518.62
TXN-001232,2026-04-22,Client_1002,Retail,success,1413.9
TXN-001233,2026-04-03,Client_1001,Subscription,success,8661.62
TXN-001234,2026-01-15,Client_1001,Bank Transfer,failed,6901.82
TXN-001235,2026-03-18,Client_1002,Bank Transfer,success,556.78
TXN-001236,2026-03-08,Client_1005,E-commerce,success,3190.21
TXN-001237,2026-04-25,Client_1004,Bank Transfer,success,2937.02
TXN-001238,2026-03-10,Client_1006,Subscription,success,2799.28
TXN-001239,2026-01-21,Client_1005,E-commerce,success,6267.16
TXN-001240,2026-03-07,Client_1002,Bills Payment,success,5538.72
TXN-001241,2026-02-04,Client_1003,Bank Transfer,success,1795.62
TXN-001242,2026-02-09,Client_1010,Bank Transfer,success,602.19
TXN-001243,2026-01-04,Client_1008,E-commerce,success,632.62
TXN-001244,2026-02-24,Client_1007,Bills Payment,success,8923.63
TXN-001245,2026-03-22,Client_1008,Retail,success,3390.09
TXN-001246,2026-01-26,Client_1009,E-commerce,refunded,7581.86
TXN-001247,2026-03-01,Client_1010,Bills Payment,success,8043.27
TXN-001248,2026-03-31,Client_1008,E-commerce,success,6876.33
TXN-001249,2026-04-01,Client_1008,Subscription,success,2315.57
TXN-001250,2026-04-21,Client_1010,Bank Transfer,failed,3981.56
TXN-001251,2026-03-31,Client_1006,Bank Transfer,success,399.61
TXN-001252,2026-03-02,Client_1002,Bank Transfer,success,8473.09
TXN-001253,2026-02-06,Client_1006,Retail,success,5128.7
TXN-001254,2026-02-21,Client_1002,Bank Transfer,success,802.15
TXN-001255,2026-02-08,Client_1009,Subscription,success,4193.07
TXN-001256,2026-03-21,Client_1004,Retail,success,4875.51
TXN-001257,2026-01-09,Client_1006,Bills Payment,success,5950.6
TXN-001258,2026-04-11,Client_1007,Retail,success,5490.82
TXN-001259,2026-01-31,Client_1003,E-commerce,success,7147.9
TXN-001260,2026-04-18,Client_1008,E-commerce,success,4682.79
TXN-001261,2026-03-13,Client_1002,Subscription,success,9563.25
TXN-001262,2026-01-09,Client_1010,E-commerce,success,6004.41
TXN-001263,2026-04-15,Client_1007,Bank Transfer,success,6635.63
TXN-001264,2026-01-12,Client_1004,Bills Payment,failed,9042.23
TXN-001265,2026-03-23,Client_1001,Bills Payment,success,4584.45
TXN-001266,2026-02-07,Client_1007,Retail,success,2037.1
TXN-001267,2026-03-29,Client_1006,Bank Transfer,success,9140.72
TXN-001268,2026-02-08,Client_1007,Bank Transfer,refunded,5869.0
TXN-001269,2026-03-20,Client_1009,Subscription,success,8539.8
TXN-001270,2026-01-08,Client_1006,Retail,refunded,108.35
TXN-001271,2026-03-13,Client_1006,E-commerce,success,8670.23
TXN-001272,2026-01-31,Client_1007,Retail,success,3249.46
TXN-001273,2026-02-18,Client_1007,Subscription,success,2191.04
TXN-001274,2026-01-23,Client_1008,Bills Payment,success,3907.49
TXN-001275,2026-04-29,Client_1006,Subscription,success,9974.81
TXN-001276,2026-03-27,Client_1003,Bills Payment,success,6519.05
TXN-001277,2026-01-19,Client_1008,Subscription,refunded,1444.18
TXN-001278,2026-01-18,Client_1007,Subscription,failed,6984.37
TXN-001279,2026-04-30,Client_1007,Retail,success,5143.21
TXN-001280,2026-03-12,Client_1008,Subscription,success,1939.33
TXN-001281,2026-03-19,Client_1001,Retail,success,7336.04
TXN-001282,2026-04-02,Client_1009,Bank Transfer,success,5507.05
TXN-001283,2026-02-16,Client_1001,E-commerce,success,7078.34
TXN-001284,2026-01-15,Client_1010,Subscription,refunded,892.62
TXN-001285,2026-04-04,Client_1009,Bank Transfer,success,874.52
TXN-001286,2026-04-24,Client_1010,E-commerce,success,6343.56
TXN-001287,2026-03-26,Client_1002,Retail,success,3193.75
TXN-001288,2026-01-07,Client_1006,Retail,success,4741.8
TXN-001289,2026-03-07,Client_1008,Retail,success,4268.06
TXN-001290,2026-04-13,Client_1005,Bank Transfer,success,6981.01
TXN-001291,2026-03-18,Client_1005,Retail,success,6330.07
TXN-001292,2026-03-16,Client_1003,Retail,success,9904.61
TXN-001293,2026-04-14,Client_1010,E-commerce,success,916.85
TXN-001294,2026-03-06,Client_1002,Bank Transfer,success,6196.4
TXN-001295,2026-02-05,Client_1005,E-commerce,success,6077.83
TXN-001296,2026-04-27,Client_1010,Bills Payment,success,3760.69
TXN-001297,2026-01-23,Client_1005,Bills Payment,success,8013.78
TXN-001298,2026-04-21,Client_1001,Bank Transfer,refunded,9676.72
TXN-001299,2026-03-18,Client_1003,Subscription,success,4188.18
TXN-001300,2026-02-19,Client_1004,Subscription,success,1756.1
TXN-001301,2026-03-15,Client_1006,E-commerce,success,7579.29
TXN-001302,2026-01-15,Client_1001,Bills Payment,success,4814.7
TXN-001303,2026-03-02,Client_1009,Bills Payment,success,7085.52
TXN-001304,2026-03-02,Client_1005,Bills Payment,success,4403.87
TXN-001305,2026-02-06,Client_1008,Subscription,success,9621.45
TXN-001306,2026-03-29,Client_1001,E-commerce,failed,6410.5
TXN-001307,2026-04-19,Client_1007,Retail,failed,8597.72
TXN-001308,2026-02-12,Client_1005,Bank Transfer,success,2627.9
TXN-001309,2026-03-16,Client_1007,Subscription,success,7516.0
TXN-001310,2026-04-04,Client_1010,Bills Payment,success,6809.41
TXN-001311,2026-01-24,Client_1006,Retail,success,183.91
TXN-001312,2026-01-09,Client_1001,Subscription,success,1128.68
TXN-001313,2026-02-27,Client_1006,Bills Payment,success,2593.77
TXN-001314,2026-01-05,Client_1001,Retail,success,9391.2
TXN-001315,2026-03-26,Client_1004,Retail,success,7109.94
TXN-001316,2026-01-16,Client_1002,Retail,success,6598.31
TXN-001317,2026-04-26,Client_1010,Bills Payment,failed,6986.97
TXN-001318,2026-02-02,Client_1005,Subscription,success,849.57
TXN-001319,2026-02-28,Client_1005,Subscription,success,6709.03
TXN-001320,2026-04-09,Client_1006,Bank Transfer,success,832.57
TXN-001321,2026-04-10,Client_1001,Subscription,success,9959.99
TXN-001322,2026-02-03,Client_1005,Bills Payment,success,4968.05
TXN-001323,2026-04-29,Client_1004,Retail,success,6490.28
TXN-001324,2026-01-14,Client_1003,Retail,success,2262.03
TXN-001325,2026-03-24,Client_1002,Subscription,success,1122.54
TXN-001326,2026-01-10,Client_1002,Retail,success,7794.65
TXN-001327,2026-01-03,Client_1008,Bills Payment,success,108.59
TXN-001328,2026-01-05,Client_1007,Bank Transfer,success,3365.33
TXN-001329,2026-02-20,Client_1010,E-commerce,success,9405.12
TXN-001330,2026-03-04,Client_1008,Subscription,success,7304.9
TXN-001331,2026-04-14,Client_1002,Retail,success,3905.8
TXN-001332,2026-03-30,Client_1008,E-commerce,success,9356.92
TXN-001333,2026-02-15,Client_1006,Bank Transfer,success,6359.5
TXN-001334,2026-03-24,Client_1002,Bank Transfer,success,9613.16
TXN-001335,2026-01-11,Client_1008,Bank Transfer,success,1848.52
TXN-001336,2026-01-06,Client_1007,Bills Payment,success,3962.04
TXN-001337,2026-01-14,Client_1006,Subscription,success,6364.63
TXN-001338,2026-04-05,Client_1004,Bills Payment,success,351.11
TXN-001339,2026-03-17,Client_1004,Subscription,success,7948.12
TXN-001340,2026-03-24,Client_1005,Subscription,success,8359.08
TXN-001341,2026-02-27,Client_1001,E-commerce,success,3443.41
TXN-001342,2026-04-03,Client_1001,Subscription,success,8090.33
TXN-001343,2026-03-27,Client_1009,Subscription,failed,8714.98
TXN-001344,2026-03-10,Client_1003,Retail,success,813.13
TXN-001345,2026-04-05,Client_1003,Subscription,success,4765.07
TXN-001346,2026-04-28,Client_1010,E-commerce,success,6522.99
TXN-001347,2026-01-02,Client_1003,E-commerce,failed,8225.32
TXN-001348,2026-01-13,Client_1008,Retail,success,5951.32
TXN-001349,2026-04-15,Client_1002,E-commerce,success,8011.83
TXN-001350,2026-01-29,Client_1002,Bills Payment,success,8134.06
TXN-001351,2026-04-05,Client_1007,Bank Transfer,success,6872.47
TXN-001352,2026-03-11,Client_1003,Bank Transfer,success,7951.71
TXN-001353,2026-04-08,Client_1001,Retail,success,725.9
TXN-001354,2026-02-05,Client_1003,Subscription,success,3762.28
TXN-001355,2026-01-22,Client_1008,Bills Payment,failed,502.92
TXN-001356,2026-01-13,Client_1010,Subscription,success,254.74
TXN-001357,2026-03-04,Client_1002,E-commerce,success,9268.76
TXN-001358,2026-04-01,Client_1010,Bank Transfer,success,8093.38
TXN-001359,2026-04-09,Client_1008,Bills Payment,success,6434.27
TXN-001360,2026-03-08,Client_1008,Subscription,success,1828.03
TXN-001361,2026-03-30,Client_1001,Retail,success,5048.89
TXN-001362,2026-01-12,Client_1005,Bank Transfer,success,5621.33
TXN-001363,2026-01-25,Client_1002,Retail,refunded,6227.32
TXN-001364,2026-04-21,Client_1009,Retail,success,7726.28
TXN-001365,2026-03-26,Client_1004,Bank Transfer,success,1215.52
TXN-001366,2026-01-20,Client_1008,Subscription,success,6734.41
TXN-001367,2026-01-06,Client_1001,Bank Transfer,success,4403.25
TXN-001368,2026-02-12,Client_1010,Subscription,success,7430.13
TXN-001369,2026-04-29,Client_1009,Bills Payment,success,387.75
TXN-001370,2026-03-07,Client_1002,E-commerce,failed,7241.89
TXN-001371,2026-03-17,Client_1010,Bank Transfer,success,7496.16
TXN-001372,2026-04-25,Client_1006,Bills Payment,success,3328.71
TXN-001373,2026-01-13,Client_1004,Subscription,success,3817.77
TXN-001374,2026-01-29,Client_1002,Subscription,success,637.96
TXN-001375,2026-02-25,Client_1003,Bills Payment,failed,4604.41
TXN-001376,2026-02-19,Client_1006,Bills Payment,success,2022.13
TXN-001377,2026-02-15,Client_1005,Bills Payment,success,417.74
TXN-001378,2026-03-14,Client_1001,Bank Transfer,success,8531.35
TXN-001379,2026-02-28,Client_1007,Bills Payment,success,2276.55
TXN-001380,2026-02-07,Client_1010,Bills Payment,success,6416.19
TXN-001381,2026-03-20,Client_1003,Retail,refunded,8564.54
TXN-001382,2026-01-12,Client_1007,Retail,success,9957.08
TXN-001383,2026-03-17,Client_1008,Subscription,success,7327.18
TXN-001384,2026-04-05,Client_1004,Bills Payment,success,5836.72
TXN-001385,2026-04-25,Client_1010,Bills Payment,failed,8992.69
TXN-001386,2026-02-23,Client_1001,E-commerce,refunded,7361.42
TXN-001387,2026-03-06,Client_1001,Subscription,success,4844.77
TXN-001388,2026-04-13,Client_1002,Subscription,success,922.61
TXN-001389,2026-04-07,Client_1001,Subscription,failed,1413.85
TXN-001390,2026-02-07,Client_1004,E-commerce,success,6723.45
TXN-001391,2026-01-21,Client_1008,Retail,success,341.69
TXN-001392,2026-02-28,Client_1008,Bills Payment,success,4113.07
TXN-001393,2026-04-12,Client_1006,Subscription,success,113.5
TXN-001394,2026-03-22,Client_1002,Subscription,failed,3395.77
TXN-001395,2026-01-05,Client_1005,Subscription,success,7010.74
TXN-001396,2026-03-20,Client_1009,Retail,success,7898.15
TXN-001397,2026-01-11,Client_1010,Bank Transfer,success,642.64
TXN-001398,2026-04-27,Client_1006,E-commerce,success,3719.35
TXN-001399,2026-03-21,Client_1001,Bank Transfer,success,6516.91
TXN-001400,2026-04-01,Client_1002,Retail,success,2126.65
TXN-001401,2026-02-12,Client_1004,Retail,success,4837.09
TXN-001402,2026-04-07,Client_1010,Bills Payment,success,7632.77
TXN-001403,2026-02-11,Client_1006,Bank Transfer,success,4287.0
TXN-001404,2026-01-07,Client_1002,Bank Transfer,success,4913.65
TXN-001405,2026-03-09,Client_1002,Subscription,success,6815.25
TXN-001406,2026-03-10,Client_1005,Subscription,success,8019.05
TXN-001407,2026-03-30,Client_1002,Bills Payment,failed,4632.95
TXN-001408,2026-01-11,Client_1007,Bills Payment,success,9570.61
TXN-001409,2026-01-14,Client_1003,Bank Transfer,success,1564.75
TXN-001410,2026-01-20,Client_1004,Retail,failed,324.63
TXN-001411,2026-02-23,Client_1009,Bills Payment,success,4259.29
TXN-001412,2026-04-05,Client_1001,Bank Transfer,success,318.16
TXN-001413,2026-04-13,Client_1004,Retail,success,4175.75
TXN-001414,2026-02-13,Client_1006,Subscription,success,6998.95
TXN-001415,2026-04-18,Client_1009,Subscription,success,5715.79
TXN-001416,2026-04-25,Client_1005,Bills Payment,success,2345.14
TXN-001417,2026-02-17,Client_1005,E-commerce,success,2915.38
TXN-001418,2026-01-22,Client_1010,Bills Payment,success,2923.94
TXN-001419,2026-01-23,Client_1003,Bills Payment,success,507.4
TXN-001420,2026-02-10,Client_1010,Bills Payment,success,3759.75
TXN-001421,2026-01-27,Client_1009,E-commerce,success,9782.42
TXN-001422,2026-01-19,Client_1006,Subscription,success,1709.72
TXN-001423,2026-02-08,Client_1002,E-commerce,success,5044.23
TXN-001424,2026-01-19,Client_1008,Bank Transfer,success,9704.49
TXN-001425,2026-03-11,Client_1009,Bank Transfer,success,3026.01
TXN-001426,2026-04-25,Client_1005,Retail,success,8015.8
TXN-001427,2026-04-04,Client_1008,Bank Transfer,success,7343.24
TXN-001428,2026-04-26,Client_1001,Bills Payment,success,1257.07
TXN-001429,2026-01-04,Client_1007,Retail,success,4515.13
TXN-001430,2026-01-12,Client_1006,E-commerce,success,2031.98
TXN-001431,2026-03-09,Client_1004,Bank Transfer,success,927.54
TXN-001432,2026-04-19,Client_1008,E-commerce,refunded,4004.79
TXN-001433,2026-03-04,Client_1006,Retail,success,9439.68
TXN-001434,2026-04-27,Client_1006,Subscription,success,8552.66
TXN-001435,2026-02-17,Client_1007,Bank Transfer,success,3514.71
TXN-001436,2026-02-09,Client_1008,Retail,success,7305.75
TXN-001437,2026-02-26,Client_1007,Subscription,success,8076.16
TXN-001438,2026-04-25,Client_1007,Subscription,success,5913.08
TXN-001439,2026-01-12,Client_1003,Bills Payment,success,9884.99
TXN-001440,2026-03-09,Client_1006,E-commerce,failed,5947.72
TXN-001441,2026-02-18,Client_1002,E-commerce,success,9152.66
TXN-001442,2026-02-23,Client_1003,Retail,success,5722.37
TXN-001443,2026-04-28,Client_1003,Bills Payment,success,3879.52
TXN-001444,2026-03-12,Client_1008,E-commerce,success,3089.73
TXN-001445,2026-03-16,Client_1005,Subscription,success,4688.17
TXN-001446,2026-01-04,Client_1001,Bills Payment,success,9564.66
TXN-001447,2026-04-17,Client_1008,E-commerce,success,8937.6
TXN-001448,2026-02-23,Client_1003,Subscription,failed,6483.38
TXN-001449,2026-01-04,Client_1002,Bank Transfer,success,9709.19
TXN-001450,2026-03-18,Client_1006,Retail,success,4417.08
TXN-001451,2026-02-03,Client_1008,E-commerce,success,7356.28
TXN-001452,2026-01-03,Client_1005,Bills Payment,success,1546.76
TXN-001453,2026-03-01,Client_1003,Bank Transfer,success,2799.44
TXN-001454,2026-02-23,Client_1006,E-commerce,success,5343.16
TXN-001455,2026-04-30,Client_1002,Retail,success,6317.5
TXN-001456,2026-04-08,Client_1002,Retail,success,5482.75
TXN-001457,2026-04-22,Client_1006,Bank Transfer,success,7009.88
TXN-001458,2026-02-16,Client_1002,Retail,success,8250.82
TXN-001459,2026-01-02,Client_1003,Retail,success,7810.2
TXN-001460,2026-02-22,Client_1006,Bills Payment,success,1630.09
